#TYPE=CATEGORY
# -- note: you need to keep the header line in here!
%SAFE,%PRETTY,%SORT,%PRODUCTS,%METASTR,%LAYOUT,PAGE_TITLE,META_DESCRIPTION,META_KEYWORDS
.5.shop_by_color.blue,Blue,,"NIGHTMOVES13-6698,FAVIANA13-7113,FAVIANA13-7118,FAVIANA13-6916,FAVIANA13-7110,FAVIANA13-7112,FAVIANA13-7119,FAVIANA13-7140,FAVIANA13-7115,FAVIANA13-7132,FAVIANA13-7131,JOVANI13-6436,JOVANI13-1598,JOVANI13-262088,JOVANI13-1562,JOVANI13-3008,JOVANI13-5336,JOVANI13-5796,JOVANI13-5496,JOVANI12-2739,JOVANI13-159764,JOVANI13-5776,JOVANI13-158908,JOVANI13-5773,FAVIANA13-S7156,SHERRIHILL13-1568,SHERRIHILL13-1595,SHERRIHILL13-21108,SHERRIFALL12-2845,SHERRIHILL13-21023,SHERRIHILL13-21029,SHERRIHILL13-2907,SCALA13-47550,SHERRIHILL13-3866,SHERRIHILL13-3873,SHERRIHILL13-21046,SCALA13-Q4116,TERANI13-P1537,MAC13-2687M,MAC13-6483M,MAC13-81752M,MAC13-85094M,MAC13-85142M,BABY13-50144B,CASSANDRA13-64369A,FLASH13-3704L,CASSANDRA13-3700A,CASSANDRA13-85154A,CASSANDRA13-76486A,CASSANDRA13-64342A,MACDUGGAL13-55004D,KAYNE13-266,LAFEMME13-19099,GIGI13-19056,LAFEMME13-18539,LAFEMME13-18457,LAFEMME13-18459,LAFEMME13-18692,LAFEMME13-18724,LAFEMME13-18744,LAFEMME13-18767,LAFEMMEEVE13-18745,LAFEMME13-18893,LAFEMME13-17909,LAFEMME13-17941,LAFEMME13-17954,LAFEMME13-18063,LAFEMME13-18076,LAFEMME13-17472,LAFEMME13-18121,MIGNON13-VM570,MIGNON13-864B,MIGNON13-VM889,LAFEMME13-16546,MIGNON13-972B,MIGNON13-VM978,LEGALA13-113509,PARIS13-113725,FAVIANA13-7182,PARIS13-113741,LM13-AL1581,LEGALA13-113519,LEGALA13-113520,LEGALA13-113522,LEGALA13-113523,LEGALA13-113524,LM13-AL1797,LEGALA13-113530,LEGALA13-113531,TEMPTATION13-2403,LEGALA13-113539,LEGALA13-113544,LEGALA13-113547,LEGALA13-113553,SHERRIFALL13-2934,SHERRIFALL13-2941,SHERRIFALL13-3859,SHERRIFALL13-21101,LAFEMMEFALL13-18110,LAFEMMEFALL13-18434",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.blush,Blush,,"JOVANI13-2664,JOVANI13-7485,JOVANI13-6705,JOVANI13-1929,JOVANI13-692,JOVANI13-37401,JOVANI13-17438,JOVANI13-5871,JOVANI13-6764,JOVANI13-792,JOVANI13-6720,JOVANI13-5924,JOVANI13-6837,SHERRIHILL13-21149,JASZ13-4916,SCALA13-47546,MAC13-42921M,BABY13-85165B,MACB13-64315H,MACB13-4961H,MACB13-4835H,FLASH13-64432L,KAYNE13-303,LAFEMME13-18518,LAFEMME13-18602,MIGNON13-VM650,MACCOUTURE13-85149D,MACCOUTURE13-78724D,MACCOUTURE13-78713D,MACCOUTURE13-78580D,LM13-AL1737,LM13-AL1756,LM13-AL1794,LM13-HY0804,LM13-HY0809,LM13-HY0832,LM13-HY0833,LM13-HY0896,SHERRIFALL13-1591,SHERRIFALL13-1900,SHERRIFALL13-21014,SHERRIFALL13-21058",GOO=1600,
.5.shop_by_color.brown,Brown,,"TONYBOWLS13-TBE1329,TONYBOWLS13-TBE11335,SHERRIHILL13-21117,MAC13-50139M,SHAIL13-SK3169L,LAFEMMEEVE13-18431,LAFEMME13-18620,LAFEMME13-18649,LAFEMME13-18742,LAFEMME13-17765,MACCOUTURE13-80175D,LEGALA13-113515",GOO=1600,
.5.shop_by_color.coral,Coral,,"NIGHTMOVES13-6613,NIGHTMOVES13-6621,NIGHTMOVES13-6704,NIGHTMOVES13-6714,NIGHTMOVES13-6726,NIGHTMOVES13-6745,NIGHTMOVES13-6758,FAVIANA13-7107,FAVIANA13-7125,JOVANI13-1005,JOVANI13-7506,JOVANI13-1562,JOVANI13-72633,JOVANI12-4260,JOVANI13-5869,JOVANI13-1942,JOVANI13-6432,FAVIANA13-7147,FAVIANA13-7127,SHERRIHILL13-1594,SHERRIHILL13-21161,JASZ13-4856,SCALA13-46533,SHERRIHILL13-21064,TERANI13-P1502,TERANI13-P1504,TERANI13-P192,MAC13-6149M,MAC13-64406M,MACB13-81778H,MACB13-61401H,CASSANDRA13-64371A,MACB13-81491H,MACB13-81757H,CASSANDRA13-61406A,CASSANDRA13-64407A,CASSANDRA13-64410A,FLASH13-6397L,FLASH13-64428L,FLASH13-50004L,FLASH13-6089L,CASSANDRA13-81750A,KAYNE13-218,LAFEMME13-18986,LAFEMME13-18390,LAFEMME13-18465,LAFEMME13-18485,LAFEMME13-18420,LAFEMME13-18429,LAFEMME13-18515,LAFEMME13-18556,LAFEMME13-16802,LAFEMME13-18594,LAFEMME13-18693,LAFEMME13-18710,LAFEMME13-18728,LAFEMME13-18773,LAFEMME13-18796,LAFEMME13-18797,LAFEMME13-18870,LAFEMME13-18872,LAFEMME13-18899,LAFEMME13-18619,LAFEMME13-18965,LAFEMME13-18219,LAFEMME13-18280,LAFEMME13-17803,LAFEMME13-18332CORAL,MIGNON13-VM915,TEMPTATION13-5578,LM13-AL1753,LM13-AL1772,LM13-HY0619,LM13-HY0864,TEMPTATION13-1003,LEGALA13-113540,LEGALA13-113555,FAVIANA13-7186,SHERRIFALL13-1539,LAFEMMEFALL13-18418,LAFEMMEFALL13-18445",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.fuchsia,Fuchsia,,"NIGHTMOVES13-6600,NIGHTMOVES13-6606,NIGHTMOVES13-6622,NIGHTMOVES13-6631,NIGHTMOVES13-6642,NIGHTMOVES13-6649,NIGHTMOVES13-6697,NIGHTMOVES13-6710,NIGHTMOVES13-6733,NIGHTMOVES13-6737,JOVANI13-171100,TONYBOWLS13-TBE11318,JOVANI13-5496,JOVANI13-25326,JOVANI13-6619,JOVANI13-6796,JOVANI13-612,JOVANI13-4343,JOVANI13-158908,SHERRIHILL13-1537,SHERRIHILL13-1531,SHERRIHILL13-21132,SHERRIHILL13-21133,SHERRIHILL13-21143,SHERRIHILL13-21097,SHERRIHILL13-2979,SHERRIHILL13-3870,SHERRIHILL13-8502,SHERRIHILL13-8503,SHERRIHILL13-8515,SHERRIHILL13-21005,JASZ13-4841,JASZ13-4901,SCALA13-47555,JASZ13-4915,JASZ13-4823,JASZ13-4816,SCALA13-Q4150,CASSANDRA13-3418A,TERANI13-P1514,TERANI13-P1515,JASZ13-4814,JASZ13-4523,TERANI13-Y230,MAC13-4970M,MAC13-64403M,BABY13-61182B,BABY13-61294B,MACB13-6490H,SHAIL13-SK3834L,CASSANDRA13-2577A,CASSANDRA13-64605A,CASSANDRA13-3547A,CASSANDRA13-3560A,FLASH13-64435L,FLASH13-6459L,FLASH13-6294L,CASSANDRA13-81553A,FLASH13-64464L,LAFEMME13-18528,LAFEMME13-18584,LAFEMME13-18646,LAFEMME13-18656,LAFEMME13-18685,LAFEMME13-18686,LAFEMME13-18751,LAFEMME13-18752,LAFEMME13-18288,LAFEMME13-18038,LAFEMME13-17693,LAFEMME13-18414FUCH,LAFEMME13-16285,LEGALA13-113501,LEGALA13-113512,LM13-AL1778,LM13-HY0811,LM13-HY0815,LEGALA13-113550,FAVIANA13-6711,FAVIANA13-7191,FAVIANA13-6120,FAVIANA13-6908,FAVIANA13-6965,SHERRIFALL13-1539,SHERRIFALL13-3802,SHERRIFALL13-21002",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.gold,Gold,,"NIGHTMOVES13-6610,NIGHTMOVES13-6624,NIGHTMOVES13-6633,FAVIANA13-7104,NIGHTMOVES13-6718,NIGHTMOVES13-6728,TONYBOWLS13-TBE11317,TONYBOWLS13-TBE11336,JOVANI13-5819,JOVANI13-1560,JOVANI13-491,JOVANI13-1327,JOVANI13-1630,JOVANI13-1310,JOVANI13-1953,JOVANI13-6904,JOVANI13-72832,JOVANI13-6518,SHERRIHILL13-21166,SCALA13-47527,BG130FO1022,JASZ13-4810,TERANI13-1318P,TERANI13-P1583,TERANI13-P1579,TERANI13-P1562,TERANI13-P1561,TERANI13-P1560,BABY13-50145B,BABY13-61288B,TERANI13-P1555,SHAIL13-SK3170L,SHAIL13-SK3194L,SHAIL13-SK3711,SHAIL13-SK3712L,LAFEMME13-18992,LAFEMME13-18373,LAFEMME13-18374,LAFEMME13-18382,LAFEMMEEVE13-18413,LAFEMME13-18414,LAFEMME13-18491,TONYBOWLS13-11357,LAFEMME13-18440,LAFEMME13-18441,LAFEMME13-18443,LAFEMMEEVE13-18559,LAFEMMEEVE13-18439,LAFEMME13-18591,LAFEMME13-18684,LAFEMMEEVE13-18643,LAFEMMEEVE13-18601,LAFEMME13-18964,LAFEMME13-18242,LAFEMME13-18278,LAFEMME13-18350,LAFEMME13-16977,LAFEMME13-17085,LAFEMME13-17368,LAFEMME13-18103,LAFEMMEEVE13-18032,LAFEMME13-15987,MIGNON13-VM969,MACCOUTURE13-85127D,MACCOUTURE13-50092D,MACCOUTURE13-85057D,MACCOUTURE13-78576D,LEGALA13-113504,PARIS13-113722,PARIS13-113728,LEGALA13-113513,LEGALA13-113514,LEGALA13-113515,TEMPTATION13-1041,TEMPTATION13-2108,LEGALA13-113541,CASSANDRA13-3434AG,LAFEMME13-18918",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.green,Green,,"NIGHTMOVES13-6648,NIGHTMOVES13-6659,NIGHTMOVES13-6672,NIGHTMOVES13-6687,NIGHTMOVES13-6706,NIGHTMOVES13-6719,NIGHTMOVES13-6732,NIGHTMOVES13-6733,JOVANI13-111144,JOVANI13-64351,JOVANI13-171100,TONYBOWLS13-TBE11300,FAVIANA13-7137,JOVANI13-1920,JOVANI13-7050,JOVANI13-3008,JOVANI13-2225,JOVANI13-1512,JOVANI13-4343,JOVANI13-5773,SHERRIHILL13-1538,SHERRIHILL13-21139,SHERRIHILL13-21153,SHERRIHILL13-2907,MACDUGGAL13-78718,SHERRIHILL13-21033,SCALA13-47488,JASZ13-4858,JASZ13-4875,JASZ13-4895,JASZ13-4829,SCALA13-47485,SCALA13-47532,SCALA13-Q4124,TERANI13-1318P,MAC13-64412M,MAC13-85143M,MACB13-61403H,MACB13-85079H,MACB13-6414H,SHAIL13-SK3190L,SHAIL13-3819L,FLASH13-3741L,FLASH13-6359L,FLASH13-64348L,KAYNE13-100,KAYNE13-301,KAYNE13-339,LAFEMME13-18490,TONYBOWLS13-11357,LAFEMME13-18497,LAFEMME13-18514,LAFEMME13-18522,LAFEMME13-18525,LAFEMME13-18563,LAFEMME13-18648,LAFEMME13-18673,LAFEMME13-18911,LAFEMMEEVE13-18944,LAFEMME13-17111,LAFEMME13-17649,MIGNON13-VM949,MIGNON13-VM990,MACCOUTURE13-55003D,MACCOUTURE13-78718D,PARIS13-113705,LEGALA13-113506,PARIS13-113742,PARIS13-113743,LEGALA13-113518B,LM13-AL1532,LEGALA13-113526,LM13-AL1770,LM13-AL1820,LM13-AL1824,LM13-HY0811,LM13-HY0815,LEGALA13-113534,TEMPTATION13-1003,TEMPTATION13-2511,SHERRIFALL13-1456,SHERRIFALL13-3874,SHERRIFALL13-11022,SHERRIFALL13-21131",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.gunmetal,Gunmetal,,"NIGHTMOVES13-6603,NIGHTMOVES13-6633,NIGHTMOVES13-6634,JOVANI13-1705,JOVANI13-1950,JOVANI13-6734,FAVIANA13-S7150,SHERRIHILL13-2932,JASZ13-4808,MAC13-81813M,BABY13-85170B,MACCOUTURE13-1149D,LAFEMME13-18240,MACCOUTURE13-61139D,MACCOUTURE13-1198D,MACCOUTURE13-80168D,MACCOUTURE13-78710D,LM13-HY0848",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.ivory,Ivory,,"FAVIANA13-6925,FAVIANA13-7133,JOVANI13-6586,SHERRIHILL13-1559,SHERRIHILL13-1572,SHERRIHILL13-1581,SHERRIHILL13-1583,SHERRIHILL13-21144,SHERRIHILL13-21150,SHERRIHILL13-1597,SHERRIHILL13-21155,SHERRIHILL13-21075,SHERRIHILL13-21077,SHERRIHILL13-21115,SHERRIHILL13-2981,SHERRIHILL13-21001,SHERRIHILL13-21041,SHERRIHILL13-21044,SHERRIHILL13-21006,SHERRIHILL13-21012,SHERRIHILL13-21059,TERANI13-P1508,TERANI13-P1516,TERANI13-P1519,TERANI13-P1523,JASZ13-4813,JASZ13-4571,TERANI13-P1530,TERANI13-P1531,TERANI13-1535,TERANI13-1539,TERANI13-P1540,TERANI13-P1541,TERANI13-P1544,TERANI13-95129Y,TERANI13-95007P,TERANI13-P1644,TERANI13-P1634,TERANI13-P1633,TERANI13-P1624,TERANI13-P1587,FAVIANA13-S7165,TERANI13-P1585,TERANI13-P1582,MAC13-42460M,TERANI13-P1581,TERANI13-P1577,TERANI13-P1570,MAC13-76491M,BABY13-50143B,MAC13-81819M,BABY13-85138B,BABY13-61288B,BABY13-50213B,BABY13-42913B,BABY13-50206B,LAFEMME13-18435,LAFEMME13-18874,LAFEMME13-18600,LAFEMMEEVE13-18583,MIGNON13-VM819,MIGNON13-VM970,MACCOUTURE13-55001D,PARIS13-113704,TEMPTATION13-2103,LM13-AL1751,LM13-AL1762,LM13-HY0847,LM13-HY0856,FAVIANA13-7083,FAVIANA13-6792,SHERRIFALL13-2813,SHERRIFALL13-8514,SHERRIFALL13-21010,SHERRIFALL13-21017,SHERRIFALL13-21019,SHERRIFALL13-21025,SHERRIFALL13-21154,SHERRIFALL13-21156",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.light_pink,"Light Pink",,"NIGHTMOVES13-6644,NIGHTMOVES13-6665,NIGHTMOVES13-6669,NIGHTMOVES13-6672,NIGHTMOVES13-6702,JOVANI13-1512,JOVANI13-1255,JOVANI13-726,JOVANI13-1494,SHERRIHILL13-21151,SHERRIHILL13-21085,SHERRIHILL13-21104,SHERRIHILL13-21127,SHERRIHILL13-21026,SHERRIHILL13-21034,JASZ13-4840,JASZ13-4895,JASZ13-4908,JASZ13-4555,TERANI13-P1635,MAC13-61275M,MAC13-78761M,BABY13-61300B,MACB13-81745H,MACB13-6496H,MACB13-61404H,FLASH13-81551L,LAFEMME13-18494,LAFEMME13-18198,LAFEMME13-18347,MIGNON13-850B,PARIS13-113724,PARIS13-113751,LM13-AL1824,FAVIANA13-7184,FAVIAN13-7184E,FAVIANA13-7189,SHERRIFALL13-21084,SHERRIFALL13-21167,SHERRIFALL13-21170,SHERRIFALL13-21171,LAFEMMEFALL13-18902",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.multi_print,Multi/Print,,"NIGHTMOVES13-6605,NIGHTMOVES13-6690,NIGHTMOVES13-6691,NIGHTMOVES13-6698,JOVANI13-2744,JOVANI13-1650,JOVANI13-171261,FAVIANA13-7114,FAVIANA13-7117,FAVIANA13-7120,TONYBOWLS13-TBE11302,TONYBOWLS13-TBE11310,TONYBOWLS13-TBE11319,TONYBOWLS13-TBE11321,TONYBOWLS13-TBE11327,TONYBOWLS13-TBE11328,TONYBOWLS13TBE11330A,FAVIANA13-7126,JOVANI13-6757,JOVANI13-6437,JOVANI13-1345,JOVANI13-1696,JOVANI13-1666,JOVANI13-5208,JOVANI13-743,JOVANI13-1534,JOVANI13-6767,JOVANI13-6119,JOVANI13-5530,FAVIANA13-S7154,SHERRIHILL13-11009,JASZ13-4883,JASZ13-4830,JASZ13-4800,JASZ13-4607,JASZ13-4564,JASZ13-4109,JASZ13-4109A,FAVIANA13-S7155,FAVIANA13-S7157,FAVIANA13-S7158,TERANI13-P624,TERANI13-P1616,FAVIANA13-S7153,MAC13-42917M,MAC13-42966M,MAC13-50017M,MAC13-50140M,TERANI13-P1568,TERANI13-P1567,TERANI13-P1566,TERANI13-P1564,MAC13-81812M,BABY13-61106B,BABY13-7209B,BABY13-50141B,BABY13-85137B,CASSANDRA13-3702A,CASSANDRA13-4213A,CASSANDRA13-42849A,CASSANDRA13-42853A,CASSANDRA13-64312A,MACB13-50169H,FLASH13-3710L,CASSANDRA13-3735A,CASSANDRA13-42925A,CASSANDRA13-6463A,FLASH13-6250L,CASSANDRA13-64342A,FLASH13-50064L,KAYNE13-200,KAYNE13-234,KAYNE13-308,KAYNE13-309,KAYNE13-319,KAYNE13-330,KAYNE13-331,KAYNE13-332,KAYNE13-336,KAYNE13-337,KAYNE13-338,LAFEMME13-19093,LAFEMME13-19097,LAFEMME13-19133,LAFEMME13-19139,LAFEMME13-18391,LAFEMME13-18488,LAFEMME13-18504,LAFEMME13-18436,LAFEMME13-18580,LAFEMME13-18592,LAFEMMEEVE13-18629,LAFEMME13-18709,LAFEMME13-18711,LAFEMME13-18912,LAFEMME13-18936,LAFEMME13-18938,LAFEMME13-18947,LAFEMME13-18981,LAFEMME13-18260,LAFEMMEEVE13-18951,LAFEMME13-18259,LAFEMME13-18293,LAFEMME13-17915,LAFEMME13-18017,LAFEMME13-17456,MIGNON13-VM918,MIGNON13-VM940,LAFEMME13-15991,LAFEMME13-16859,LAFEMME13-16865,MIGNON13-VM986,MIGNON13-VM1007,MIGNON13-VM1022,PARIS13-113701,PARIS13-113703,PARIS13-113707A,PARIS13-113710A,PARIS13-113714,PARIS13-113716A,LEGALA13-113516,LEGALA13-113518A,PARIS13-113755,PARIS13-113747A,LEGALA13-113521,LEGALA13-113527,LEGALA13-113536,TEMPTATION13-2404,TEMPTATION13-2082,FAVIANA13-6521,FAVIANA13-6911,FAVIANA13-6810,FAVIANA13-6918,FAVIANA13-6961,FAVIANA13-6905,FAVIANA13-6919,FAVIANA13-6901,FAVIANA13-6952,FAVIANA12-6952E,JASZ13-4906REVISED,SHERRIFALL13-21016,LAFEMMEFALL13-17952",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.navy,Navy,,"JOVANI13-6480,SHERRIHILL13-21055,JASZ13-4881,JASZ13-4809,JASZ13-4802,FAVIANAFALL12-S6985,SHAIL13-SK3192L,KAYNE13-254,LAFEMME13-18560,LAFEMME13-18581,LAFEMME13-18586,LAFEMME13-18659,LAFEMME13-18706,LAFEMME13-18780,GIGI13-18783,LAFEMME13-18801,LAFEMME13-18216,LAFEMME13-18262,LAFEMME13-17924,LAFEMME13-17059,LAFEMME13-18048,LAFALL12-18132,LAFEMME13-18137,LAFEMME13-17521,LAFEMME13-17526,LAFEMME13-18160,LAFEMME13-15064,LAFEMME13-15361,LAFEMME13-16958,LAFEMME13-16959,MACCOUTURE13-50090D,FAVIANA13-7180,FAVIANA13-7082,FAVIANA13-7194,LAFEMMEFALL13-18124,LAFEMMEFALL13-18162,LAFEMMEFALL13-18177",GOO=1600,
.5.shop_by_color.nude_champagne,Nude/Champagne,,"NIGHTMOVES13-6610,NIGHTMOVES13-6650,NIGHTMOVES13-6679,NIGHTMOVES13-6729,JOVANI13-946,TONYBOWLS13-TBE11306,TONYBOWLS13-TBE11305,TONYBOWLS13-TBE11313,TONYBOWL13-TBE11314,JOVANI13-5336,JOVANI13-2933,JOVANI13-6395,JOVANI13-73043,JOVANI13-951,JOVANI13-72664,JOVANI13-2552,JOVANI13-2250,JOVANI13-926,JOVANI13-1662,JOVANI13-7079,JOVANI13-74135,JOVANI13-5480,JOVANI13-1339,JOVANI13-6518,JOVANI13-9503,JOVANI13-3563,JOVANI13-1999,SHERRIHILL13-1541,SHERRIHILL13-1553,SHERRIHILL13-21083,SHERRIHILL13-21096,SHERRIHILL13-2787,SHERRIHILL13-2841,7757,SHERRIHILL13-11002,SHERRIHILL13-11003,SHERRIHILL13-11004,SHERRIHILL13-11005,SHERRIHILL13-11007,SHERRIHILL13-21030,SHERRIHILL13-21003,SHERRIHILL13-21007,SHERRIHILL13-21015,SHERRIHILL13-21054,JASZ13-4859,JASZ13-4902,JASZ13-4925,JASZ13-4826,JASZ13-4821,JASZ13-4817,TERANI13-P1517,TERANI13-P1520,TERANI13-P1524,TERANI13-P1525,TERANI13-P1527,JASZ13-4109C,TERANI13-P1645,TERANI13-P1643,TERANI13-P1638,TERANI13-P1632,TERANI13-P1631,TERANI13-P1618,FAVIANA13-S7163,TERANI13-P1597,TERANI13-P1595,TERANI13-P1593,TERANI13-P1592,TERANI13-P1591,MAC13-42836M,TERANI13-P1576,TERANI13-P1575,MAC13-7242M,MAC13-81815M,BABY13-64294B,BABY13-81756B,MAC13-85092M,MAC13-85114M,BABY13-50218B,BABY13-61102B,MACB13-61184H,MACB13-81504H,SHAIL13-SK3831L,CASSANDRA13-76482A,MACCOUTURE13-1176D,MACCOUTURE13-1197D,MACCOUTURE13-78530D,MACCOUTURE13-78709D,MACCOUTURE13-78725D,KAYNE13-261,KAYNE13-311,KAYNE13-320,LAFEMME13-18994,LAFEMME13-18409,LAFEMME13-18476,LAFEMME13-18487,LAFEMME13-18523,LAFEMME13-18542,LAFEMME13-18551,LAFEMMEEVE13-18546,LAFEMME13-18452,LAFEMMEEVE13-18430,LAFEMME13-18578,LAFEMME13-18628,LAFEMME13-18588,LAFEMME13-18590,LAFEMME13-18634,LAFEMMEEVE13-18664,LAFEMME13-18723,LAFEMME13-18743,LAFEMME13-18747,LAFEMME13-18799,LAFEMME13-18842,LAFEMMEEVE13-18845,LAFEMMEEVE13-18873,LAFEMME13-18906,LAFEMME13-18945,LAFEMME13-18604,LAFEMME13-18618,LAFEMMEEVE13-18308,LAFEMME13-18179,LAFEMME13-18232,LAFEMME13-17474,LAFEMME13-17514,LAFEMME13-17547,LAFEMMEEVE13-18021,MIGNON13-VM643,MIGNON13-VM943,MIGNON13-VM944,LAFEMME13-16368,LAFEMME13-16804,LAFEMME13-16934,MACCOUTURE13-78772D,MACCOUTURE13-78786D,MACCOUTURE13-81715D,MIGNON13-VM1009,MIGNON13-VM1016,MACCOUTURE13-61140D,MACCOUTURE13-81860D,MACCOUTURE13-61121D,MACCOUTURE13-78782D,MACCOUTURE13-80171D,MACCOUTURE13-6033D,MACCOUTURE13-78501D,MACCOUTURE13-55000D,PARIS13-113732,PARIS13-113735,PARIS13-113720,PARIS13-113729,PARIS13-113734,JOVANI13-2977,JOVANI13-950,SHERRIFALL13-2789,SHERRIFALL13-8437,SHERRIFALL13-8509,SHERRIFALL13-8513,SHERRIFALL13-8516,SHERRIFALL13-21036,SHERRIFALL13-21051,SHERRIFALL13-21053,SHERRIFALL13-21058,SHERRIFALL13-21073,SHERRIFALL13-21158,LAFEMMEFALL13-19005",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.orange,Orange,,"FAVIANA13-7100,NIGHTMOVES13-6737,FAVIANA13-7129,JOVANI13-1475,JOVANI13-1492,JOVANI13-4729,JOVANI13-7090,JOVANI13-7504,SHERRIHILL13-21114,SHERRIHILL13-3848,SCALA13-Q4109,MAC12-61197,MAC13-64358,MAC13-64402M,MAC13-85150M,SHAIL13-SK3822L,CASSANDRA13-4936A,CASSANDRA13-85146A,MACB13-4941H,CASSANDRA13-64439A,CASSANDRA13-85152A,FLASH13-64419L,LAFEMME13-18626,LAFEMME13-18645,LAFEMME13-18701,LAFEMME13-18942,PARIS13-113700,PARIS13-113702,PARIS13-11307B,LEGALA13-113502,LEGALA13-113512,LEGALA13-113518B,LEGALA13-113551,LEGALA13-113552,LEGALA13-113554,SHERRIFALL13-21129",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.peacock,Teal/Peacock,,"NIGHTMOVES13-6601,NIGHTMOVES13-6668,NIGHTMOVES13-6671,NIGHTMOVES13-6715,JOVANI13-770,JOVANI13-2982,MAC13-42660M,MAC13-61207M,BABY13-42912B,MAC13-85096M,MACB13-85122H,CASSANDRA13-3771A,FLASH13-3705L,MACB13-42834H,CASSANDRA13-61302A,CASSANDRA13-81552A,LAFEMME13-18982,LAFEMME13-18631,LAFEMME13-18637,LAFEMME13-18676,LAFEMME13-18869,LAFEMME13-18186,LAFEMME13-18197,LAFEMMEEVE13-18914,LAFEMME13-18305,LAFEMME13-17997,LAFEMME13-17544,LAFEMME13-15986,MACCOUTURE13-78538D,LEGALA13-113532,LEGALA13-113556",GOO=1600,~onlineformals_c_featprods_20100927,,,
.5.shop_by_color.pink,Pink,,"FAVIANA13-7103,FAVIANA13-7108,FAVIANA13-7138,JOVANI13-72678,JOVANI13-4003,JOVANI13-5773,SHERRIHILL13-1544,SHERRIHILL13-1905,SHERRIHILL13-2787,SHERRIHILL13-2864,SHERRIHILL13-2970,SHERRIHILL13-2975,SHERRIHILL13-2976,SHERRIHILL13-2977,SHERRIHILL13-2985,SHERRIHILL13-8510,SHERRIHILL13-11006,SHERRIHILL13-11023,SHERRIHILL13-21020,JASZ13-4894,JASZ13-4911,JASZ13-4627,TERANI13-1536,MAC13-61193M,TERANI13-P1573,MAC13-81838M,MAC13-85125M,TERANI13-P1550,CASSANDRA13-42928A,CASSANDRA13-50034A,CASSANDRA13-81829A,FLASH13-64274L,CASSANDRA13-85158A,KAYNE13-214,KAYNE13-300,KAYNE13-318,KAYNE13-335,GIGI13-19012,LAFEMMEEVE13-18447,GIGI13-18786,LAFEMME13-18840,LAFEMME13-18850,GIGI13-18803,GIGI13-18856,GIGI13-18953,GIGI13-18961,MIGNON13-VM443,MIGNON13-VM791,MIGNON13-VM817,MIGNON13-VM938,MIGNON13-VM945,MIGNON13-VM962,MIGNON13-VM965,MIGNON13-VM982,MIGNON13-VM1011,MIGNON13-VM1015,LEGALA13-113500,LEGALA13-113508,LEGALA13-113529,TEMPTATION13-2073,LEGALA13-113535,LEGALA13-113536,LEGALA13-113537,LEGALA13-113549,SHERRIFALL13-2220,SHERRIFALL13-2944,SHERRIFALL13-2957,SHERRIFALL13-2984,SHERRIFALL13-3862",GOO=1600,
